AM8,0
AS10,1
A8,2
A9,3
AM7,4
AS8,5
M6,6
AS6,7
AV,8
AS9,9
A10,10
A6,11
M5,12
M7,13
AV7,14
AV1,15
AM6,16
AS7,17
AV8,18
AV6,19
AV10,20
AS5,21
A7,22
